agent_id,day,home_id,phase,susceptibility,immunity_strength,state,state_code,is_mobile,viral_load,infection_day,days_since_infection,immunity_is_strong,immunity_is_medium,immunity_is_low,immunity_is_compromised,route_centroid_x,route_centroid_y,route_radius_mean,route_radius_max,route_step_distance_mean,route_step_distance_max,case_index,seed,susceptibility_min,susceptibility_max,sim_days,baseline_final_attack_rate,baseline_peak_infected,baseline_peak_day,intervention_final_attack_rate,intervention_final_susceptible,intervention_peak_infected,intervention_peak_day,attack_rate_reduction,baseline_is_outbreak,intervention_is_outbreak,prevented_outbreak
0,0,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,1,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,2,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,3,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,4,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,5,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,6,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,7,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,8,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,9,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,10,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,11,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,12,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,13,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,14,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
0,15,46,9,1.3028761583314608,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,29.3,27.2,17.38828792659215,27.97016267382083,25.062889596954314,55.60575509783138,7,18,1.302,1.303,60,0.612,167,57,0.612,194,167,57,0.0,1,1,0
