agent_id,day,home_id,phase,susceptibility,immunity_strength,state,state_code,is_mobile,viral_load,infection_day,days_since_infection,immunity_is_strong,immunity_is_medium,immunity_is_low,immunity_is_compromised,route_centroid_x,route_centroid_y,route_radius_mean,route_radius_max,route_step_distance_mean,route_step_distance_max,case_index,seed,susceptibility_min,susceptibility_max,sim_days,baseline_final_attack_rate,baseline_peak_infected,baseline_peak_day,intervention_final_attack_rate,intervention_final_susceptible,intervention_peak_infected,intervention_peak_day,attack_rate_reduction,baseline_is_outbreak,intervention_is_outbreak,prevented_outbreak
0,0,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,1,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,2,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,3,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,4,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,5,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,6,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,7,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,8,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
0,9,159,5,1.3027789977225126,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,26.1,26.6,18.21740563738718,32.316713941859874,29.060924041317683,45.34313619501854,2,5,1.302,1.303,60,0.656,142,46,0.656,172,142,46,0.0,1,1,0
