0.000,0.000
0.025,0.001
0.050,0.008
0.075,0.025
0.100,0.058
0.125,0.110
0.150,0.186
0.175,0.288
0.200,0.419
0.225,0.582
0.250,0.779
0.275,1.011
0.300,1.281
0.325,1.588
0.350,1.934
0.375,2.320
0.400,2.746
0.425,3.213
0.450,3.720
0.475,4.267
0.500,4.853
0.525,5.480
0.550,6.145
0.575,6.848
0.600,7.588
0.625,8.365
0.650,9.177
0.675,10.023
0.700,10.903
0.725,11.814
0.750,12.756
0.775,13.727
0.800,14.725
0.825,15.751
0.850,16.801
0.875,17.875
0.900,18.971
0.925,20.088
0.950,21.223
0.975,22.377
1.000,23.546
1.025,24.731
1.050,25.928
1.075,27.138
1.100,28.357
1.125,29.586
1.150,30.822
1.175,32.065
1.200,33.312
1.225,34.562
1.250,35.815
1.275,37.069
1.300,38.322
1.325,39.574
1.350,40.823
1.375,42.068
1.400,43.309
1.425,44.543
1.450,45.770
1.475,46.988
1.500,48.198
1.525,49.398
1.550,50.587
1.575,51.764
1.600,52.928
1.625,54.079
1.650,55.215
1.675,56.337
1.700,57.443
1.725,58.533
1.750,59.606
1.775,60.662
1.800,61.699
1.825,62.718
1.850,63.718
1.875,64.698
1.900,65.659
1.925,66.599
1.950,67.518
1.975,68.416
2.000,69.293
2.025,70.148
2.050,70.982
2.075,71.793
2.100,72.582
2.125,73.348
2.150,74.092
2.175,74.812
2.200,75.510
2.225,76.185
2.250,76.837
2.275,77.466
2.300,78.071
2.325,78.654
2.350,79.213
2.375,79.749
2.400,80.262
2.425,80.752
2.450,81.220
2.475,81.664
2.500,82.086
2.525,82.485
2.550,82.861
2.575,83.216
2.600,83.548
2.625,83.859
2.650,84.147
2.675,84.414
2.700,84.660
2.725,84.885
2.750,85.088
2.775,85.271
2.800,85.434
2.825,85.576
2.850,85.699
2.875,85.802
2.900,85.886
2.925,85.950
2.950,85.996
2.975,86.023
3.000,86.032
3.025,86.023
3.050,85.997
3.075,85.953
3.100,85.892
3.125,85.814
3.150,85.720
3.175,85.610
3.200,85.484
3.225,85.343
3.250,85.187
3.275,85.016
3.300,84.830
3.325,84.630
3.350,84.416
3.375,84.189
3.400,83.949
3.425,83.695
3.450,83.429
3.475,83.151
3.500,82.861
3.525,82.560
3.550,82.247
3.575,81.922
3.600,81.588
3.625,81.243
3.650,80.887
3.675,80.523
3.700,80.148
3.725,79.764
3.750,79.372
3.775,78.971
3.800,78.561
3.825,78.144
3.850,77.719
3.875,77.286
3.900,76.846
3.925,76.399
3.950,75.946
3.975,75.486
4.000,75.020
4.025,74.549
4.050,74.071
4.075,73.588
4.100,73.101
4.125,72.608
4.150,72.111
4.175,71.609
4.200,71.103
4.225,70.593
4.250,70.080
4.275,69.563
4.300,69.042
4.325,68.519
4.350,67.993
4.375,67.464
4.400,66.933
4.425,66.399
4.450,65.864
4.475,65.326
4.500,64.787
4.525,64.246
4.550,63.705
4.575,63.161
4.600,62.617
4.625,62.072
4.650,61.527
4.675,60.981
4.700,60.435
4.725,59.888
4.750,59.341
4.775,58.795
4.800,58.249
4.825,57.703
4.850,57.157
4.875,56.613
4.900,56.069
4.925,55.526
4.950,54.984
4.975,54.443
5.000,53.903
5.025,53.365
5.050,52.828
5.075,52.292
5.100,51.759
5.125,51.227
5.150,50.697
5.175,50.169
5.200,49.643
5.225,49.119
5.250,48.597
5.275,48.077
5.300,47.560
5.325,47.045
5.350,46.533
5.375,46.023
5.400,45.516
5.425,45.012
5.450,44.510
5.475,44.011
5.500,43.515
5.525,43.022
5.550,42.532
5.575,42.045
5.600,41.561
5.625,41.081
5.650,40.603
5.675,40.128
5.700,39.657
5.725,39.189
5.750,38.725
5.775,38.263
5.800,37.805
5.825,37.351
5.850,36.899
5.875,36.452
5.900,36.008
5.925,35.567
5.950,35.130
5.975,34.696
6.000,34.266
6.025,33.839
6.050,33.416
6.075,32.997
6.100,32.581
6.125,32.169
6.150,31.761
6.175,31.356
6.200,30.955
6.225,30.557
6.250,30.163
6.275,29.773
6.300,29.386
6.325,29.003
6.350,28.624
6.375,28.248
6.400,27.876
6.425,27.508
6.450,27.143
6.475,26.782
6.500,26.424
6.525,26.070
6.550,25.720
6.575,25.373
6.600,25.030
6.625,24.691
6.650,24.355
6.675,24.022
6.700,23.693
6.725,23.368
6.750,23.046
6.775,22.728
6.800,22.413
6.825,22.102
6.850,21.794
6.875,21.489
6.900,21.188
6.925,20.890
6.950,20.596
6.975,20.305
7.000,20.017
7.025,19.733
7.050,19.452
7.075,19.174
7.100,18.900
7.125,18.629
7.150,18.361
7.175,18.096
7.200,17.834
7.225,17.576
7.250,17.320
7.275,17.068
7.300,16.819
7.325,16.573
7.350,16.330
7.375,16.089
7.400,15.852
7.425,15.618
7.450,15.387
7.475,15.159
7.500,14.933
7.525,14.711
7.550,14.491
7.575,14.274
7.600,14.060
7.625,13.848
7.650,13.640
7.675,13.434
