0.000,0.000
0.025,0.005
0.050,0.020
0.075,0.044
0.100,0.078
0.125,0.122
0.150,0.175
0.175,0.237
0.200,0.308
0.225,0.387
0.250,0.476
0.275,0.573
0.300,0.678
0.325,0.792
0.350,0.914
0.375,1.044
0.400,1.182
0.425,1.328
0.450,1.481
0.475,1.642
0.500,1.810
0.525,1.986
0.550,2.168
0.575,2.358
0.600,2.555
0.625,2.758
0.650,2.968
0.675,3.185
0.700,3.408
0.725,3.638
0.750,3.874
0.775,4.116
0.800,4.363
0.825,4.617
0.850,4.877
0.875,5.142
0.900,5.413
0.925,5.689
0.950,5.971
0.975,6.258
1.000,6.550
1.025,6.848
1.050,7.150
1.075,7.457
1.100,7.769
1.125,8.086
1.150,8.407
1.175,8.732
1.200,9.063
1.225,9.397
1.250,9.736
1.275,10.078
1.300,10.425
1.325,10.776
1.350,11.131
1.375,11.489
1.400,11.851
1.425,12.217
1.450,12.586
1.475,12.959
1.500,13.335
1.525,13.715
1.550,14.097
1.575,14.483
1.600,14.872
1.625,15.264
1.650,15.659
1.675,16.056
1.700,16.457
1.725,16.860
1.750,17.266
1.775,17.674
1.800,18.084
1.825,18.498
1.850,18.913
1.875,19.331
1.900,19.751
1.925,20.173
1.950,20.597
1.975,21.023
2.000,21.451
2.025,21.881
2.050,22.313
2.075,22.746
2.100,23.181
2.125,23.618
2.150,24.057
2.175,24.496
2.200,24.938
2.225,25.381
2.250,25.825
2.275,26.270
2.300,26.717
2.325,27.164
2.350,27.613
2.375,28.063
2.400,28.514
2.425,28.966
2.450,29.419
2.475,29.873
2.500,30.327
2.525,30.782
2.550,31.238
2.575,31.695
2.600,32.152
2.625,32.610
2.650,33.069
2.675,33.527
2.700,33.987
2.725,34.446
2.750,34.906
2.775,35.366
2.800,35.827
2.825,36.288
2.850,36.749
2.875,37.210
2.900,37.671
2.925,38.132
2.950,38.593
2.975,39.054
3.000,39.515
3.025,39.976
3.050,40.437
3.075,40.897
3.100,41.358
3.125,41.818
3.150,42.278
3.175,42.737
3.200,43.196
3.225,43.655
3.250,44.113
3.275,44.571
3.300,45.029
3.325,45.486
3.350,45.942
3.375,46.397
3.400,46.853
3.425,47.307
3.450,47.761
3.475,48.214
3.500,48.666
3.525,49.117
3.550,49.568
3.575,50.018
3.600,50.467
