agent_id,day,home_id,phase,susceptibility,immunity_strength,state,state_code,is_mobile,viral_load,infection_day,days_since_infection,immunity_is_strong,immunity_is_medium,immunity_is_low,immunity_is_compromised,route_centroid_x,route_centroid_y,route_radius_mean,route_radius_max,route_step_distance_mean,route_step_distance_max,case_index,seed,susceptibility_min,susceptibility_max,sim_days,baseline_final_attack_rate,baseline_peak_infected,baseline_peak_day,intervention_final_attack_rate,intervention_final_susceptible,intervention_peak_infected,intervention_peak_day,attack_rate_reduction,baseline_is_outbreak,intervention_is_outbreak,prevented_outbreak
0,0,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,1,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,2,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,3,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,4,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,5,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,6,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,7,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,8,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,9,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,10,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,11,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,12,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
0,13,118,7,1.3026902118873402,medium,susceptible,0,1,0.0,-1,-1,0,1,0,0,23.1,26.8,19.27882588734625,29.830353668704635,31.109507931519737,43.93176527297759,4,9,1.302,1.303,60,0.562,111,43,0.562,219,111,43,0.0,1,1,0
